Unnamed: 0,filename,candidates,choices,gamma,og_irv,og_condorcet,og_plurality,Bvote_free_irv,Bvote_free_condorcet,Bvote_free_plurality,Tvote_free_irv,Tvote_free_condorcet,Tvote_free_plurality,bullet_votes,voluntarily_truncated_votes,total_votes,level,gamma_complete,complete_ballots_count
326,SanFrancisco_11082011_DistrictAttorney.csv,5,3,0.84052145,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,,,,48788,,183799,LOCAL,,
327,SanFrancisco_11082011_Mayor.csv,16,3,0.76776606,ED LEE,ED LEE,ED LEE,ED LEE,ED LEE,ED LEE,,,,30829,,194739,LOCAL,,
328,SanFrancisco_11082011_Sheriff.csv,4,3,0.88416076,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,PAUL MIYAMOTO,PAUL MIYAMOTO,ROSS MIRKARIMI,,,,70070,,183418,LOCAL,0.4861617985116303,76997.0
329,SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,10,3,0.82621825,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,,,,7131,,31787,LOCAL,,
330,SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,5,3,0.8141343,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,KIM ALVARENGA,KIM ALVARENGA,KIM ALVARENGA,,,,5961,,25470,LOCAL,,
331,SanFrancisco_11082016_BoardofSupervisorsDistrict7.csv,5,3,0.83278167,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,,,,8275,,35349,LOCAL,,
332,SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,4,3,0.91840482,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,,,,8025,,32122,LOCAL,0.5963820039938917,17026.0
333,SanFrancisco_11082022_BoardofSupervisorsD6.csv,4,4,0.73826164,MATT DORSEY,MATT DORSEY,MATT DORSEY,HONEY MAHOGANY,HONEY MAHOGANY,HONEY MAHOGANY,MATT DORSEY,MATT DORSEY,MATT DORSEY,5507,10164.0,16314,LOCAL,0.34520325203252034,6150.0
334,SanFrancisco_11082022_DistrictAttorney.csv,4,4,0.77481455,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,JOHN HAMASAKI,JOHN HAMASAKI,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,101659,181734.0,276461,LOCAL,0.4300674570080336,94727.0
335,SanLeandro_11022010_CountyCouncilDistrict1.csv,3,3,0.99859643,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,CAROL LIBBRECHT,CAROL LIBBRECHT,CAROL LIBBRECHT,8610,19892.0,19949,LOCAL,0.5087719298245614,57.0
336,SanLeandro_11022010_Mayor.csv,6,3,0.74659306,STEPHEN H. CASSIDY,STEPHEN H. CASSIDY,ANTHONY B. ''TONY'' SANTOS,STEPHEN H. CASSIDY,STEPHEN H. CASSIDY,STEPHEN H. CASSIDY,,,,5603,,22454,LOCAL,,
337,SanLeandro_11042014_CountyCouncilDistrict1.csv,4,3,0.8538695,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,,,,4237,,15493,LOCAL,0.4639399543130643,9193.0
338,SanLeandro_11042014_CountyCouncilDistrict3.csv,3,3,0.90945578,LEE THOMAS,LEE THOMAS,LEE THOMAS,LEE THOMAS,LEE THOMAS,LEE THOMAS,LEE THOMAS,LEE THOMAS,LEE THOMAS,4239,6042.0,14203,LOCAL,0.842421271902953,8161.0
339,SanLeandro_11042014_CountyCouncilDistrict5.csv,3,3,0.80461258,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,4288,6069.0,14699,LOCAL,0.66720741599073,8630.0
340,SanLeandro_11042014_Mayor.csv,4,3,0.92543751,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,,,4735,,16228,LOCAL,0.8508011869436202,8425.0
341,SanLeandro_11062012_CountyCouncilDistrict2.csv,3,3,0.90278274,URSULA REED,URSULA REED,URSULA REED,MORGAN MACK-ROSE,MORGAN MACK-ROSE,URSULA REED,MORGAN MACK-ROSE,MORGAN MACK-ROSE,URSULA REED,6337,10326.0,25335,LOCAL,0.8358984609234459,15009.0
342,SanLeandro_11062012_CountyCouncilDistrict4.csv,4,3,0.76987249,BENNY LEE,BENNY LEE,BENNY LEE,BENNY LEE,BENNY LEE,BENNY LEE,,,,6029,,23135,LOCAL,0.3308975596304977,14506.0
343,SanLeandro_11062018_CountyCouncilDistrict1.csv,3,3,0.76261246,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,7401,11271.0,24896,LOCAL,0.5662385321100918,13625.0
344,SanLeandro_11062018_Mayor.csv,4,3,0.89574873,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,,,7058,,25851,LOCAL,0.49256480218281035,14660.0
345,SantaFe_03062018_CityCouncilDistrict2.csv,3,3,0.86289549,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,1117,1978.0,6258,LOCAL,0.7995327102803739,4280.0
346,SantaFe_03062018_CityCouncilDistrict4.csv,3,3,0.71303284,JoAnne Vigil Coppler,JoAnne Vigil Coppler,JoAnne Vigil Coppler,JoAnne Vigil Coppler,JoAnne Vigil Coppler,JoAnne Vigil Coppler,JoAnne Vigil Coppler,JoAnne Vigil Coppler,JoAnne Vigil Coppler,1091,1456.0,4903,LOCAL,0.5918189730200174,3447.0
347,SantaFe_03062018_Mayor.csv,5,5,0.42396313,Alan Webber,Alan Webber,Alan Webber,Alan Webber,Alan Webber,Alan Webber,Alan Webber,Alan Webber,Alan Webber,2723,7739.0,20615,LOCAL,0.1513668841255048,12876.0
348,Springville_11022021_CityCouncil2yr.csv,3,3,0.89083403,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,1047,1519.0,6055,LOCAL,0.8542768959435626,4536.0
349,Springville_11022021_Mayor.csv,3,3,0.72385621,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,1482,1739.0,6120,LOCAL,0.6142433234421365,4381.0
350,StLouisPark_11022021_CityCouncilWard3.csv,3,3,0.91200596,Sue Budd,Sue Budd,Sue Budd,Sue Budd,Sue Budd,Sue Budd,Sue Budd,Sue Budd,Sue Budd,360,649.0,1341,LOCAL,0.8294797687861272,692.0
351,TakomaPark_11082022_CityCouncilWard1.csv,3,4,0.82707876,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,404,731.0,1359,LOCAL,0.6257961783439491,628.0
352,TakomaPark_11082022_CityCouncilWard3.csv,5,4,0.7718659,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,,,,289,,1372,LOCAL,,
353,TakomaPark_11082022_CityCouncilWard5.csv,3,4,0.85626286,Cara Honzak,Cara Honzak,Cara Honzak,Cara Honzak,Cara Honzak,Cara Honzak,Cara Honzak,Cara Honzak,Cara Honzak,140,232.0,487,LOCAL,0.7254901960784313,255.0
354,TakomaPark_11082022_CityCouncilWard6.csv,7,5,0.67384613,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,Jason Small,,,,173,,650,LOCAL,,
355,TakomaPark_11082022_Mayor.csv,6,4,0.71481156,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,,,,1140,,5705,LOCAL,,
356,Vineyard_11022021_Mayor.csv,3,3,0.80091089,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,317,385.0,1537,LOCAL,0.734375,1152.0
357,Vineyard_11052019_CityCouncil.csv,7,7,0.23783287,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,64,452.0,1089,LOCAL,0.004709576138147566,637.0
358,Westbrook_11052024_Mayor.csv,3,3,0.890167364,"Morse, David","Morse, David","Morse, David","Morse, David","Morse, David","Morse, David","Morse, David","Morse, David","Morse, David",4464,5663.0,9560,LOCAL,0.7305619707467282,3897.0
359,WoodlandHills_11022021_Mayor.csv,3,3,0.86259544,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,BRENT WINDER,128,262.0,655,LOCAL,0.7709923664122137,393.0
360,Wyoming_04172020_PRESIDENTOFTHEUNITEDSTATES.csv,9,5,0.73334634,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,,,4084,,15402,FEDERAL,,
