,filename,diff,linear voters failure,gamma_ignored,gamma_n_init,gamma,#candidates,level,partisan,type,IRV1,IRV2,Condorcet1,Plurality1,Approval1IRV2,Condorcet2,Plurality2,Approval2,Approval1
201,NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,[],no,,,0.735926305,5,LOCAL,DP,R,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya
202,NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,[],no,,,0.687950249,6,LOCAL,DP,R,Tiffany Caban,Tiffany Caban,Tiffany Caban,Tiffany Caban,,Tiffany Caban,Tiffany Caban,Tiffany Caban,Tiffany Caban
203,NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,[],no,,,0.655577063,7,LOCAL,DP,R,Linda Lee,Linda Lee,Linda Lee,Linda Lee,,Linda Lee,Linda Lee,Linda Lee,Linda Lee
204,NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,[],no,,,0.780429594,4,LOCAL,DP,R,James F. Gennaro,James F. Gennaro,James F. Gennaro,James F. Gennaro,,James F. Gennaro,James F. Gennaro,James F. Gennaro,James F. Gennaro
205,NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,"['IRV', 'Condorcet', 'Approval']",no,,,0.661887854,8,LOCAL,DP,R,Shekar Krishnan,Yi Andy Chen,Shekar Krishnan,Yi Andy Chen,,Yi Andy Chen,Yi Andy Chen,Yi Andy Chen,Shekar Krishnan
206,NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.csv,[],no,,,0.48,15,LOCAL,DP,R,Julie Won,Julie Won,Julie Won,Julie Won,,Julie Won,Julie Won,Julie Won,Julie Won
207,NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,[],no,,,0.48863859,12,LOCAL,DP,R,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams
208,NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,[],no,,,0.890203907,3,LOCAL,DP,R,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams
209,NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,[],no,,,0.616659856,9,LOCAL,DP,R,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman
210,NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.csv,[],no,,,1.0,2,LOCAL,DP,R,Carlina Rivera,Carlina Rivera,Carlina Rivera,Carlina Rivera,,Carlina Rivera,Carlina Rivera,Carlina Rivera,Carlina Rivera
211,NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,[],no,,,1.0,2,LOCAL,DP,R,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden,,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden
212,NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.csv,[],no,,,0.879619786,3,LOCAL,DP,R,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers
213,NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,,,0.690441248,6,LOCAL,DP,R,Felicia Singh,Michael G. Scala,Felicia Singh,Felicia Singh,,Michael G. Scala,Michael G. Scala,Michael G. Scala,Felicia Singh
214,NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,[],no,,,0.700253616,8,LOCAL,DP,R,Lincoln Restler,Lincoln Restler,Lincoln Restler,Lincoln Restler,,Lincoln Restler,Lincoln Restler,Lincoln Restler,Lincoln Restler
215,NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict.csv,[],no,,,0.821652943,4,LOCAL,DP,R,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez
216,NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,[],no,,,0.735636135,7,LOCAL,DP,R,Crystal Hudson,Crystal Hudson,Crystal Hudson,Crystal Hudson,,Crystal Hudson,Crystal Hudson,Crystal Hudson,Crystal Hudson
217,NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,['Approval'],no,,,0.734899329,5,LOCAL,DP,R,Chi A. Osse,Chi A. Osse,Chi A. Osse,Chi A. Osse,,Chi A. Osse,Chi A. Osse,Chi A. Osse,Tahirah A. Moore
218,NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,[],no,,,0.702168719,6,LOCAL,DP,R,Sandy Nurse,Sandy Nurse,Sandy Nurse,Sandy Nurse,,Sandy Nurse,Sandy Nurse,Sandy Nurse,Sandy Nurse
219,NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,[],no,,,0.706431107,6,LOCAL,DP,R,Alexa Aviles,Alexa Aviles,Alexa Aviles,Alexa Aviles,,Alexa Aviles,Alexa Aviles,Alexa Aviles,Alexa Aviles
220,NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,[],no,,,0.670614011,7,LOCAL,DP,R,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif
221,NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,[],no,,,0.72500263,6,LOCAL,DP,R,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher
222,NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,[],no,,,0.602432807,11,LOCAL,DP,R,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph
223,NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,[],no,,,1.0,2,LOCAL,DP,R,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy,,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy
224,NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,[],no,,,0.757263535,4,LOCAL,DP,R,Charles Barron,Charles Barron,Charles Barron,Charles Barron,,Charles Barron,Charles Barron,Charles Barron,Charles Barron
225,NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,[],no,,,0.929475869,3,LOCAL,DP,R,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis,,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis
226,NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,[],no,,,0.635601017,8,LOCAL,DP,R,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse
227,NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,[],no,,,0.763525305,4,LOCAL,DP,R,Ari Kagan,Ari Kagan,Ari Kagan,Ari Kagan,,Ari Kagan,Ari Kagan,Ari Kagan,Ari Kagan
228,NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,[],no,,,0.714611872,5,LOCAL,DP,R,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein,,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein
229,NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,[],no,,,0.543728172,9,LOCAL,DP,R,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks
230,NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,[],no,,,0.674286838,7,LOCAL,DP,R,Julie Menin,Julie Menin,Julie Menin,Julie Menin,,Julie Menin,Julie Menin,Julie Menin,Julie Menin
231,NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,[],no,,,0.730844395,6,LOCAL,DP,R,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer
232,NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,[],no,,,0.586628759,12,LOCAL,DP,R,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu
233,NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,[],no,,,0.751881628,4,LOCAL,DP,R,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala
234,NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,"['IRV', 'Condorcet']",yes,,,0.525760349,13,LOCAL,DP,R,Kristin Richardson Jordan,Bill Perkins,Kristin Richardson Jordan,Bill Perkins,,Bill Perkins,Bill Perkins,Bill Perkins,Bill Perkins
235,NewYorkCity_06222021_DEMMayorCitywide.csv,[],no,,,0.462661277,13,LOCAL,DP,E,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams
236,NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,[],no,,,0.898467414,3,LOCAL,DP,O,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams
237,NewYorkCity_06222021_REPBoroughPresidentQueens.csv,[],no,,,1.0,2,LOCAL,RP,E,219566,219566,219566,219566,,219566,219566,219566,219566
238,NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,"['IRV', 'Condorcet']",yes,,,0.841874458,4,LOCAL,RP,E,Vito Fossella,Steven Matteo,Vito Fossella,Vito Fossella,,Steven Matteo,Vito Fossella,Vito Fossella,Vito Fossella
239,NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,[],no,,,1.0,2,LOCAL,RP,R,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz
240,NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,[],no,,,1.0,2,LOCAL,RP,R,Vickie Paladino,Vickie Paladino,Vickie Paladino,Vickie Paladino,,Vickie Paladino,Vickie Paladino,Vickie Paladino,Vickie Paladino
241,NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,[],no,,,1.0,2,LOCAL,RP,R,James F. Reilly,James F. Reilly,James F. Reilly,James F. Reilly,,James F. Reilly,James F. Reilly,James F. Reilly,James F. Reilly
242,NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,[],no,,,1.0,2,LOCAL,RP,R,Timothy Rosen,Timothy Rosen,Timothy Rosen,Timothy Rosen,,Timothy Rosen,Timothy Rosen,Timothy Rosen,Timothy Rosen
243,NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,[],no,,,1.0,2,LOCAL,RP,R,Joann Ariola,Joann Ariola,Joann Ariola,Joann Ariola,,Joann Ariola,Joann Ariola,Joann Ariola,Joann Ariola
244,NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,"['IRV', 'Condorcet']",no,,,0.771511967,5,LOCAL,RP,R,David M. Carr,Marko Kepi,David M. Carr,Marko Kepi,,Marko Kepi,Marko Kepi,Marko Kepi,Marko Kepi
245,NewYorkCity_06222021_REPMayorCitywide.csv,[],no,,,1.0,2,LOCAL,RP,E,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa
246,Oakland_11022010_CityAuditor.csv,[],no,,,1.0,2,LOCAL,NO,O,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY
247,Oakland_11022010_CityCouncilDistrict2.csv,[],no,,,1.0,2,LOCAL,NO,E,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN
248,Oakland_11022010_CityCouncilDistrict4.csv,[],no,,,0.84913937,7,LOCAL,NO,R,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF
249,Oakland_11022010_CityCouncilDistrict6.csv,[],no,,,0.820018651,3,LOCAL,NO,R,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
250,Oakland_11022010_Mayor.csv,[],no,,,0.768744882,10,LOCAL,NO,E,JEAN QUAN,JEAN QUAN,JEAN QUAN,DON PERATA,,JEAN QUAN,DON PERATA,JEAN QUAN,JEAN QUAN
251,Oakland_11022010_SchoolDirectorDistrict4.csv,[],no,,,1.0,2,LOCAL,NO,B,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE
252,Oakland_11032020_CityAttorneyOaklandRCV.csv,[],no,,,1.0,2,LOCAL,NO,O,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER
253,Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,,,0.877497388,3,LOCAL,NO,R,REBECCA KAPLAN,DERRECK B. JOHNSON,REBECCA KAPLAN,REBECCA KAPLAN,,DERRECK B. JOHNSON,DERRECK B. JOHNSON,DERRECK B. JOHNSON,REBECCA KAPLAN
254,Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,[],no,,,0.869124424,3,LOCAL,NO,R,DAN KALB,DAN KALB,DAN KALB,DAN KALB,,DAN KALB,DAN KALB,DAN KALB,DAN KALB
255,Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,[],no,,,0.561540708,6,LOCAL,NO,R,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE
256,Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,"['IRV', 'Condorcet', 'Approval']",yes,,,0.852951115,3,LOCAL,NO,R,NOEL GALLO,RICHARD SANTOS RAYA,NOEL GALLO,NOEL GALLO,,RICHARD SANTOS RAYA,NOEL GALLO,RICHARD SANTOS RAYA,NOEL GALLO
257,Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,['Approval'],yes,,,0.485817589,5,LOCAL,NO,R,TREVA REID,TREVA REID,TREVA REID,TREVA REID,,TREVA REID,TREVA REID,"ROBERT ""BOB"" JACKSON",TREVA REID
258,Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,[],no,,,0.936720608,3,LOCAL,NO,B,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS,,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS
259,Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,[],no,,,0.565364847,5,LOCAL,NO,B,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS
260,Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,[],no,,,0.660214552,4,LOCAL,NO,B,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON
261,Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,,,0.521027148,5,LOCAL,NO,B,CLIFFORD THOMPSON,"BEN ""COACH"" TAPSCOTT",CLIFFORD THOMPSON,CLIFFORD THOMPSON,,"BEN ""COACH"" TAPSCOTT","BEN ""COACH"" TAPSCOTT","BEN ""COACH"" TAPSCOTT",CLIFFORD THOMPSON
262,Oakland_11042014_CityAuditor.csv,[],no,,,1.0,2,LOCAL,NO,O,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS
263,Oakland_11042014_CityCouncilDistrict2.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,,,0.842372881,5,LOCAL,NO,R,ABEL GUILLEN,DANA KING,ABEL GUILLEN,ABEL GUILLEN,,DANA KING,DANA KING,DANA KING,ABEL GUILLEN
264,Oakland_11042014_CityCouncilDistrict4.csv,[],no,,,0.932486593,3,LOCAL,NO,R,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON
265,Oakland_11042014_CityCouncilDistrict6.csv,['Approval'],no,,,0.884636022,5,LOCAL,NO,R,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,,DESLEY BROOKS,DESLEY BROOKS,SHEREDA F. NOSAKHARE,DESLEY BROOKS
266,Oakland_11042014_Mayor.csv,[],no,,,0.78096467,16,LOCAL,NO,E,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF
267,Oakland_11042014_SchoolDirectorDistrict2.csv,[],no,,,1.0,2,LOCAL,NO,B,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG
268,Oakland_11042014_SchoolDirectorDistrict4.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,,,0.854151177,4,LOCAL,NO,B,NINA SENN,KARL DEBRO,NINA SENN,NINA SENN,,KARL DEBRO,KARL DEBRO,KARL DEBRO,NINA SENN
269,Oakland_11042014_SchoolDirectorDistrict6.csv,[],no,,,1.0,2,LOCAL,NO,B,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES
270,Oakland_11062012_CityAttorney.csv,[],no,,,1.0,2,LOCAL,NO,O,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER
271,Oakland_11062012_CityCouncilAtLarge.csv,[],no,,,0.845628983,5,LOCAL,NO,R,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN
272,Oakland_11062012_CityCouncilDistrict1.csv,"['IRV', 'Condorcet', 'Approval']",yes,,,0.812390803,7,LOCAL,NO,R,DAN KALB,AMY LEMLEY,DAN KALB,DAN KALB,,AMY LEMLEY,DAN KALB,AMY LEMLEY,DAN KALB
273,Oakland_11062012_CityCouncilDistrict3.csv,['Plurality'],no,,,0.805534135,6,LOCAL,NO,R,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,SEAN SULLIVAN,,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY
274,Oakland_11062012_CityCouncilDistrict5.csv,[],no,,,0.890435245,4,LOCAL,NO,R,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO
275,Oakland_11062012_CityCouncilDistrict7.csv,[],no,,,0.898140124,3,LOCAL,NO,R,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID
276,Oakland_11062012_SchoolDirectorDistrict1.csv,[],no,,,1.0,2,LOCAL,NO,B,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON
277,Oakland_11062012_SchoolDirectorDistrict3.csv,['Approval'],no,,,0.819783527,3,LOCAL,NO,B,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,RICHARD FUENTES,JUMOKE HINTON HODGE
278,Oakland_11062012_SchoolDirectorDistrict5.csv,[],no,,,1.0,2,LOCAL,NO,B,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES
279,Oakland_11062012_SchoolDirectorDistrict7.csv,[],no,,,1.0,2,LOCAL,NO,B,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
280,Oakland_11062018_CityAuditor.csv,[],no,,,1.0,2,LOCAL,NO,O,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY
281,Oakland_11062018_CityCouncilDistrict2.csv,[],no,,,0.948683772,3,LOCAL,NO,R,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS
282,Oakland_11062018_CityCouncilDistrict4.csv,"['IRV', 'Condorcet', 'Approval']",no,,,0.804977447,7,LOCAL,NO,R,SHENG THAO,PAM HARRIS,SHENG THAO,SHENG THAO,,PAM HARRIS,SHENG THAO,PAM HARRIS,SHENG THAO
283,Oakland_11062018_CityCouncilDistrict6.csv,[],no,,,0.841937647,5,LOCAL,NO,R,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR
284,Oakland_11062018_Mayor.csv,[],no,,,0.797998832,10,LOCAL,NO,E,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF
285,Oakland_11062018_SchoolDirectorDistrict4.csv,[],no,,,1.0,2,LOCAL,NO,B,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE
286,Oakland_11062018_SchoolDirectorDistrict6.csv,[],no,,,1.0,2,LOCAL,NO,B,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES
287,Oakland_11082016_CityCouncilDistrict1.csv,[],no,,,1.0,2,LOCAL,NO,R,DAN KALB,DAN KALB,DAN KALB,DAN KALB,,DAN KALB,DAN KALB,DAN KALB,DAN KALB
288,Oakland_11082016_CityCouncilDistrict3.csv,[],no,,,1.0,2,LOCAL,NO,R,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,NONI D. SESSION
289,Oakland_11082016_CityCouncilDistrict5.csv,[],no,,,1.0,2,LOCAL,NO,R,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO
290,Oakland_11082016_CityCouncilDistrict7.csv,[],no,,,0.87876095,3,LOCAL,NO,R,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID
291,Oakland_11082016_CouncilAtLrg.csv,[],no,,,0.818718985,5,LOCAL,NO,R,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN
292,Oakland_11082016_SchoolDirectorDistrict1.csv,[],no,,,1.0,2,LOCAL,NO,B,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON
293,Oakland_11082016_SchoolDirectorDistrict3.csv,[],no,,,0.858387313,5,LOCAL,NO,B,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE
294,Oakland_11082016_SchoolDirectorDistrict5.csv,['Approval'],no,,,0.907741887,4,LOCAL,NO,B,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,HUBER TRENADO,,ROSIE TORRES,HUBER TRENADO,HUBER TRENADO,ROSIE TORRES
295,Oakland_11082016_SchoolDirectorDistrict7.csv,[],no,,,1.0,2,LOCAL,NO,B,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
296,Oakland_11082022_CityCouncilmemberDistrict4.csv,[],no,,,1.0,2,LOCAL,NO,R,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN
297,Oakland_11082022_CityCouncilmemberDistrict6.csv,[],no,,,0.657781077,4,LOCAL,NO,R,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS
