filename,diff,linear voters failure,gamma_ignored,gamma_n_init,gamma,#candidates,level,partisan,type,IRV1,IRV2,Condorcet1,Plurality1,Approval1IRV2,Condorcet2,Plurality2,Approval2,Approval1
Berkeley_11032020_MayorBerkeleyRCV.csv,[],no,,,0.838578089,4,LOCAL,NO,E,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN
Berkeley_11032020_MemberCityCouncilDist2BerkeleyRCV.csv,[],no,,,0.778129952,4,LOCAL,NO,R,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN
Berkeley_11032020_MemberCityCouncilDist3BerkeleyRCV.csv,[],no,,,0.905398391,3,LOCAL,NO,R,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT
Berkeley_11032020_MemberCityCouncilDist5BerkeleyRCV.csv,[],no,,,0.89278227,3,LOCAL,NO,R,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN
Berkeley_11032020_MemberCityCouncilDist6BerkeleyRCV.csv,[],no,,,1,2,LOCAL,NO,R,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF
Berkeley_11042014_CityCouncilDistrict1.csv,[],no,,,0.938969664,3,LOCAL,NO,R,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO
Berkeley_11042014_CityCouncilDistrict7.csv,[],no,,,1,2,LOCAL,NO,R,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON
Berkeley_11042014_CityCouncilDistrict8.csv,[],no,,,0.801457597,4,LOCAL,NO,R,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE
Berkeley_11062012_CityCouncilDistrict2.csv,[],no,,,0.91354616,3,LOCAL,NO,R,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE
Berkeley_11062012_CityCouncilDistrict3.csv,[],no,,,1,2,LOCAL,NO,R,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON
Berkeley_11062012_CityCouncilDistrict5.csv,[],no,,,1,2,LOCAL,NO,R,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI
Berkeley_11062012_CityCouncilDistrict6.csv,[],no,,,1,2,LOCAL,NO,R,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF
Berkeley_11062012_Mayor.csv,[],no,,,0.855513881,7,LOCAL,NO,E,TOM BATES,TOM BATES,TOM BATES,TOM BATES,,TOM BATES,TOM BATES,TOM BATES,TOM BATES
Berkeley_11062018_CityAuditor.csv,[],no,,,1,2,LOCAL,NO,O,JENNY WONG,JENNY WONG,JENNY WONG,JENNY WONG,,JENNY WONG,JENNY WONG,JENNY WONG,JENNY WONG
Berkeley_11062018_CityCouncilDistrict1.csv,[],no,,,0.859604663,4,LOCAL,NO,R,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI
Berkeley_11062018_CityCouncilDistrict4.csv,['Approval'],no,,,0.894055434,3,LOCAL,NO,R,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,,KATE HARRISON,KATE HARRISON,BEN GOULD,KATE HARRISON
Berkeley_11062018_CityCouncilDistrict7.csv,[],no,,,0.930703625,3,LOCAL,NO,R,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON
Berkeley_11062018_CityCouncilDistrict8.csv,[],no,,,0.881886159,4,LOCAL,NO,R,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE
Berkeley_11082016_CityCouncilDistrict2.csv,['Plurality'],no,,,0.86450168,3,LOCAL,NO,R,CHERYL DAVILA,CHERYL DAVILA,CHERYL DAVILA,DARRYL MOORE,,CHERYL DAVILA,CHERYL DAVILA,CHERYL DAVILA,CHERYL DAVILA
Berkeley_11082016_CityCouncilDistrict3.csv,[],no,,,0.84234171,4,LOCAL,NO,R,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT
