filename,#candidates,choices,null_gamma,permissive_gamma,strict_gamma
Oakland_11082016_CityCouncilDistrict1.csv,2,3.0,1.0,1.0,1.0
Oakland_11082016_CityCouncilDistrict3.csv,2,3.0,1.0,1.0,1.0
Oakland_11082016_CityCouncilDistrict5.csv,2,3.0,1.0,1.0,1.0
Oakland_11082016_CityCouncilDistrict7.csv,3,3.0,0.8811,0.87876095,0.837565063
Oakland_11082016_CouncilAtLrg.csv,5,3.0,0.7906,0.818718985,0.386745285
Oakland_11082016_SchoolDirectorDistrict1.csv,2,3.0,1.0,1.0,1.0
Oakland_11082016_SchoolDirectorDistrict3.csv,5,3.0,0.8144,0.858387313,0.674737547
Oakland_11082016_SchoolDirectorDistrict5.csv,4,3.0,0.8436,0.907741887,0.777935996
Oakland_11082016_SchoolDirectorDistrict7.csv,2,3.0,1.0,1.0,1.0
Oakland_11082022_CityCouncilmemberDistrict4.csv,2,5.0,1.0,1.0,1.0
Oakland_11082022_CityCouncilmemberDistrict6.csv,4,5.0,0.5788,0.657781077,0.538399244
Oakland_11082022_Mayor.csv,10,5.0,0.134134134,0.506844053,0.207634294
Oakland_11082022_Schoolboarddistrict2.csv,3,5.0,0.862437562,0.962519038,0.95417522
Oakland_11082022_Schoolboarddistrict4.csv,3,5.0,0.870870871,0.861557618,0.798392574
Oakland_11082022_Schoolboarddistrict6.csv,3,5.0,0.8838,0.920192638,0.899346405
Payson_11052019_CityCouncil.csv,5,5.0,0.3199,0.369443407,0.255883452
PierceCounty_11032009_CountyAuditor.csv,3,3.0,0.8927,0.885395855,0.859795511
PierceCounty_11042008_CountyAssessorTreasurer.csv,6,3.0,0.7571,0.823078863,0.519746191
PierceCounty_11042008_CountyCouncilDistrict2.csv,3,3.0,0.8861,0.892077152,0.875365872
PierceCounty_11042008_CountyExecutiveMember.csv,4,3.0,0.8179,0.885866931,0.704945053
Portland_06142022_SchoolboardAL-1.csv,7,7.0,0.0478,0.701381867,0.566116167
Portland_06142022_Schoolboarddistrict5-1.csv,6,5.0,0.25035035,0.837006663,0.668375192
Portland_11082022_SchoolBoardDistrict3.csv,3,3.0,0.8992,0.948528229,0.937429628
SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,3,3.0,0.8707,0.945364388,0.92580015
SanFrancisco_06052018_Mayor.csv,8,3.0,0.779320679,0.80451714,0.323960413
SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,8,3.0,0.7524,0.774637556,0.329780808
SanFrancisco_11022004_BoardofSupervisorsDistrict2.csv,5,3.0,0.7653,0.803264904,0.508147762
SanFrancisco_11022004_BoardofSupervisorsDistrict3.csv,4,3.0,0.8553,0.836286431,0.553715499
SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,22,3.0,0.728215354,0.76578655,0.124640406
SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,13,3.0,0.723123123,0.787129808,0.210752552
SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,6,3.0,0.768268268,0.82237239,0.462933913
SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,21,3.0,0.7036,0.798121805,0.316625917
SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,6,3.0,0.7953,0.864945506,0.568024533
SanFrancisco_11022010_BoardofSupervisorsDistrict6.csv,14,3.0,0.709181637,0.846534653,0.316454503
SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,4,3.0,0.8287,0.855721108,0.70586553
SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,3,3.0,0.9037,0.875658525,0.81483477
SanFrancisco_11032015_Mayor.csv,6,3.0,0.773826174,0.845835636,0.622336254
SanFrancisco_11032015_Sheriff.csv,3,3.0,0.8904,0.963703062,0.948835733
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,7,7.0,0.0503,0.513349582,0.375893203
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.csv,4,3.0,0.811111111,0.884610485,0.86804892
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.csv,4,4.0,0.6066,0.695522904,0.653344857
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5.csv,4,4.0,0.5944,0.610632802,0.556990482
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,7,7.0,0.0536,0.481051857,0.30766302
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9.csv,2,3.0,1.0,1.0,1.0
SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,9,3.0,0.748848849,0.813193674,0.303100721
SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,9,3.0,0.7702,0.780041881,0.272189111
SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,9,3.0,0.751448551,0.811351153,0.334785793
SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,3,3.0,0.865,0.855352108,0.826714679
SanFrancisco_11042008_BoardofSupervisorsDistrict5.csv,3,3.0,0.8811,0.854050867,0.834231655
SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,3,3.0,0.8925,0.911954141,0.895594487
SanFrancisco_11042008_BoardofSupervisorsDistrict9.csv,7,3.0,0.7678,0.806884371,0.566232009
SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,5,3.0,0.782917083,0.891421172,0.565425704
SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,7,3.0,0.776076076,0.816965992,0.457220273
SanFrancisco_11052019_DistrictAttorney.csv,4,4.0,0.6003,0.751598646,0.636196335
SanFrancisco_11052019_Mayor.csv,7,6.0,0.0707,0.721709309,0.616878533
SanFrancisco_11052019_MemberBoardofSupervisorsDistrict5.csv,4,4.0,0.5932,0.839895345,0.788707431
SanFrancisco_11062007_Mayor.csv,12,3.0,0.74025974,0.899669018,0.612081177
SanFrancisco_11062012_BoardofSupervisorsDistrict5.csv,8,3.0,0.769,0.792349572,0.320308512
SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,9,3.0,0.7433,0.772956834,0.302988915
SanFrancisco_11062018_AssessorRecorder.csv,2,3.0,1.0,1.0,1.0
SanFrancisco_11062018_BoardofSupervisorsDistrict10.csv,6,3.0,0.744755245,0.845373237,0.545278638
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,4,3.0,0.8107,0.856674208,0.717024887
SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,8,3.0,0.7734,0.820621667,0.376052484
SanFrancisco_11062018_BoardofSupervisorsDistrict6.csv,3,3.0,0.8815,0.828877849,0.794535131
SanFrancisco_11062018_BoardofSupervisorsDistrict8.csv,2,3.0,1.0,1.0,1.0
SanFrancisco_11072006_BoardofSupervisorsDistrict10.csv,7,3.0,0.7891,0.85826002,0.502513615
SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,2,3.0,1.0,1.0,1.0
SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,6,3.0,0.7707,0.856955381,0.52942661
SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,8,3.0,0.758141858,0.880441447,0.476171897
SanFrancisco_11072006_BoardofSupervisorsDistrict8.csv,3,3.0,0.8658,0.94961057,0.921735566
SanFrancisco_11082005_AssessorRecorder.csv,4,3.0,0.7966,0.752118219,0.692727784
SanFrancisco_11082005_Treasurer.csv,4,3.0,0.874525475,0.923446521,0.779603493
SanFrancisco_11082011_DistrictAttorney.csv,5,3.0,0.815915916,0.840521439,0.565971523
SanFrancisco_11082011_Mayor.csv,16,3.0,0.706706707,0.767766087,0.233296874
SanFrancisco_11082011_Sheriff.csv,4,3.0,0.8296,0.884160769,0.756637844
SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,10,3.0,0.725525526,0.826218265,0.284267153
SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,5,3.0,0.7732,0.814134276,0.456183746
SanFrancisco_11082016_BoardofSupervisorsDistrict3.csv,2,3.0,1.0,1.0,1.0
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,2,3.0,1.0,1.0,1.0
SanFrancisco_11082016_BoardofSupervisorsDistrict7.csv,5,3.0,0.7809,0.832781691,0.488274067
SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,4,3.0,0.8401,0.918404832,0.80991221
SanFrancisco_11082022_BoardofSupervisorsD10.csv,2,3.0,1.0,1.0,1.0
SanFrancisco_11082022_BoardofSupervisorsD4.csv,2,3.0,1.0,1.0,1.0
SanFrancisco_11082022_BoardofSupervisorsD6.csv,4,4.0,0.6679,0.738261616,0.702402844
SanFrancisco_11082022_BoardofSupervisorsD8.csv,2,3.0,1.0,1.0,1.0
SanFrancisco_11082022_DistrictAttorney.csv,4,4.0,0.568131868,0.774814531,0.683662433
SanFrancisco_11082022_PublicDefender.csv,2,3.0,1.0,1.0,1.0
SanLeandro_11022010_CountyCouncilDistrict1.csv,3,3.0,0.9352,0.998596421,0.99654118
SanLeandro_11022010_CountyCouncilDistrict5.csv,2,3.0,1.0,1.0,1.0
SanLeandro_11022010_Mayor.csv,6,3.0,0.7894,0.746593035,0.34875746
SanLeandro_11032020_MemberCityCouncilDist2SanLeandroRCV.csv,2,5.0,1.0,1.0,1.0
SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.csv,2,5.0,1.0,1.0,1.0
SanLeandro_11042014_CountyCouncilDistrict1.csv,4,3.0,0.8267,0.853869489,0.673852708
SanLeandro_11042014_CountyCouncilDistrict3.csv,3,3.0,0.8963,0.909455749,0.886009998
SanLeandro_11042014_CountyCouncilDistrict5.csv,3,3.0,0.8677,0.804612559,0.765290156
SanLeandro_11042014_Mayor.csv,4,3.0,0.827372627,0.925437515,0.902452551
SanLeandro_11062012_CountyCouncilDistrict2.csv,3,3.0,0.872227772,0.902782712,0.876494967
SanLeandro_11062012_CountyCouncilDistrict4.csv,4,3.0,0.828971029,0.769872488,0.547827966
SanLeandro_11062012_CountyCouncilDistrict6.csv,2,3.0,1.0,1.0,1.0
SanLeandro_11062018_CountyCouncilDistrict1.csv,3,3.0,0.863736264,0.762612468,0.703044666
SanLeandro_11062018_CountyCouncilDistrict3.csv,2,3.0,1.0,1.0,1.0
SanLeandro_11062018_CountyCouncilDistrict5.csv,2,3.0,1.0,1.0,1.0
SanLeandro_11062018_Mayor.csv,4,3.0,0.854654655,0.895748714,0.731112916
SanLeandro_11082016_CountyCouncilDistrict2.csv,2,3.0,1.0,1.0,1.0
SantaFe_03062018_CityCouncilDistrict2.csv,3,3.0,0.8755,0.862895494,0.846436561
SantaFe_03062018_CityCouncilDistrict4.csv,3,3.0,0.871228771,0.713032837,0.68325515
SantaFe_03062018_Mayor.csv,5,5.0,0.3183,0.423963134,0.308949794
Springville_11022021_CityCouncil2yr.csv,3,3.0,0.8861,0.890834021,0.882741536
Springville_11022021_Mayor.csv,3,3.0,0.8727,0.723856209,0.709803922
StLouisPark_11022021_CityCouncilWard2.csv,2,3.0,1.0,1.0,1.0
StLouisPark_11022021_CityCouncilWard3.csv,3,3.0,0.869,0.912005966,0.886651752
TakomaPark_11082022_CityCouncilWard1.csv,3,4.0,0.8585,0.827078734,0.754966887
TakomaPark_11082022_CityCouncilWard3.csv,5,4.0,0.5113,0.771865889,0.672740525
TakomaPark_11082022_CityCouncilWard5.csv,3,4.0,0.863,0.856262834,0.800821355
TakomaPark_11082022_CityCouncilWard6.csv,7,5.0,0.17002997,0.673846154,0.578461538
TakomaPark_11082022_Mayor.csv,6,4.0,0.4456,0.714811569,0.562489045
Vineyard_11022021_Mayor.csv,3,3.0,0.8952,0.800910865,0.793754066
Vineyard_11052019_CityCouncil.csv,7,7.0,0.0575,0.237832874,0.139577594
WoodlandHills_11022021_Mayor.csv,3,3.0,0.8666,0.86259542,0.832061069
Wyoming_04172020_PRESIDENTOFTHEUNITEDSTATES.csv,9,5.0,0.1685,0.733346319,0.556356317
