,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,Linea Palmisano,2.830464898975456,10900,0.6623321382998116,6036,2599,2265,-1,-1
1,Mike Norton,3.366602809477908,3286,0.19967187215166798,901,1462,923,-1,-1
2,Kati Medford,4.0,560,0.034028073160357296,72,188,300,-1,-1
3,Bob Reuer,2.038992251311374,403,0.024488059792185695,97,126,180,-1,-1
4,Ken Salway,0.0,1308,0.0794798565959774,518,360,430,-1,-1
