,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Crafts, Lydia V.",2.0,1012,0.49876786594381467,139,121,752
1,"Pieh, Wendy",1.0550150756096657,743,0.366190241498275,177,82,484
2,"Levesque, David J.",0.0,274,0.1350418925579103,42,27,205
