,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,JOHN FARRELL,1.074242083549393,4966,0.1404848793459504,746,639,3581,-1,-1
1,JOEL ENGARDIO,0.0,7663,0.21678123850745423,1244,1272,5147,-1,-1
2,BEN MATRANGA,1.7243837926089611,6511,0.18419191490565504,1014,898,4599,-1,-1
3,MIKE YOUNG,4.0,2013,0.05694644827293559,239,270,1504,-1,-1
4,NORMAN YEE,2.7118826657224315,14196,0.40159551896800477,5032,1890,7274,-1,-1
