,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,EVA ARCE,0.0,3972,0.15954370179948585,1004,825,2143
1,DEBORAH COX,2.0,16201,0.6507471079691517,5099,2195,8907
2,KENNETH PON,0.9581669119871752,4723,0.18970919023136246,1298,850,2575
