,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,JEROMEY SHAFER,0.0,3579,0.13844725542532205,776,649,2154,-1
1,PAULINE RUSSO CUTTER,1.2216658812293661,13371,0.5172333758848787,3827,2041,7503,-1
2,BENNY LEE,1.7634410482051788,7065,0.2732969711036324,2041,1118,3906,-1
3,DAN DILLMAN,3.0,1836,0.07102239758616688,414,325,1097,-1
