,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6
0,Tony Avella,0.8136886799416865,5009,0.3830389233004512,2055,1081,657,276,940,-1
1,Adriana Aviles,0.0,1058,0.08090540643878566,241,208,161,112,336,-1
2,Austin I. Shafran,2.141570859404446,2598,0.19866941959164947,660,790,518,173,457,-1
3,Francis E. Spangenberg,2.7629785028271474,385,0.02944100328821595,78,101,91,39,76,-1
4,Nabaraj KC,5.0,190,0.014529326298080599,48,36,26,17,63,-1
5,Richard J. Lee,1.5550056198094246,3837,0.29341592108281717,1354,809,521,247,906,-1
