,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,JOHANA BENCOMO,0.0,765,0.49038461538461536,192,127,446
1,ANTOINETTE M REYES,0.9518079881526219,336,0.2153846153846154,88,51,197
2,ROBERT J PALACIOS,2.0,459,0.29423076923076924,179,36,244
