,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Stevens, Gary",2.0,7926,0.567074479502039,5150,920,1856
1,"Smith, Heath",0.9056927651824557,4393,0.3143020676826214,2019,1344,1030
2,"Jones, Walter H.",0.0,1658,0.11862345281533948,666,444,548
