,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,Randy Gibson,0.0,602,0.4387755102040816,153,166,283,-1,-1
1,Alex Hadden,0.6592238540018841,285,0.20772594752186588,24,74,187,-1,-1
2,Mimi Diez,0.6666755581456052,485,0.3534985422740525,112,118,255,-1,-1
3,Mimi Diez]Alex Hadden,4.0,-1,-0.0007288629737609329,-1,-1,-1,-1,-1
4,Mimi Diez]Randy Gibson,1.3418508688791366,-1,-0.0007288629737609329,-1,-1,-1,-1,-1
