,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,NANCY SIDEBOTHAM,2.0,14720,0.07927019720615637,3007,2965,8748
1,DERRECK B. JOHNSON,0.9457787531545548,79714,0.42927612093013234,16819,15523,47372
2,REBECCA KAPLAN,0.0,91260,0.49145368186371124,32707,12713,45840
