,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,ANNIE CAMPBELL WASHINGTON,0.0,11364,0.6414902624894158,4006,2551,4807
1,JILL BROADHURST,0.8676963051667749,5339,0.3013830087496472,1396,1401,2542
2,PAUL LIM,2.0,1012,0.05712672876093706,322,154,536
