,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,REBECCA KAPLAN,0.0,65246,0.45196730396231644,21247,10929,33070,-1,-1
1,CAROL LEE TOLBERT,1.3531842630485038,22760,0.15766140205042947,4901,3050,14809,-1,-1
2,IGNACIO DE LA FUENTE,0.7665708032594383,42849,0.2968204488778055,14496,6495,21858,-1,-1
3,THERESA ANDERSON,2.058108602390684,8883,0.06153366583541147,1851,1546,5486,-1,-1
4,MICK STORM,4.0,4622,0.032017179274037126,829,570,3223,-1,-1
