,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Jennifer Gutierrez,3.0,13081,0.7978652028057335,7225,2263,792,2801
1,Andy J. Marte,1.2663754942776788,1267,0.07727965843244891,572,242,97,356
2,Scott Murphy,2.226342251844925,1413,0.08618481244281793,515,288,139,471
3,Lutchi Gayot,0.0,634,0.03867032631899969,214,127,82,211
