,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6
0,Felicia Singh,0.0,3705,0.3624889932491928,1217,657,455,268,1108,-1
1,Michael G. Scala,2.3956924432854017,3624,0.3545641326680364,1904,571,337,196,616,-1
2,Kaled A. Alamarie,3.308914548342787,702,0.06868212503668918,214,161,108,64,155,-1
3,Bella A. Matias,0.7463358412985827,822,0.08042265923099501,269,124,71,61,297,-1
4,Helal A. Sheikh,1.6135918452941937,1102,0.10781723901770864,488,181,106,56,271,-1
5,Shaeleigh Severino,5.0,266,0.026024850797377947,67,45,33,27,94,-1
