,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Chao Moua,1.2946314200160502,8760,0.4527365755336193,5449,2166,1145
1,Jonathan A. Minks,0.0,7761,0.4011060003100935,6385,696,680
2,Maxwell Collins,2.0,2828,0.14615742415628716,1339,943,546
