,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Satterfield, Andrew E.",0.0,2840,0.3283236994219653,2087,239,514
1,"Dunbar, Forrest",2.0,4340,0.5017341040462427,1175,1957,1208
2,"Tarr, Geran",1.2004738128614747,1470,0.1699421965317919,370,704,396
