,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,Tahirah A. Moore,3.0948330671714874,5355,0.23038203407330923,1680,1196,674,448,1357
1,Henry L. Butler,1.3511102298949362,5433,0.2337377387712958,1830,1041,683,453,1426
2,Robert Waterman,2.153368910605383,3286,0.14136981586646016,1235,491,367,262,931
3,Reginald Swiney,0.0,634,0.027275856134916537,204,93,80,74,183
4,Chi A. Osse,4.0,8536,0.36723455515401826,2594,2841,1266,501,1334
