,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7
0,Mike Moore,3.593002938860101,222,0.3415384615384615,68,52,19,83,-1,-1,-1
1,Jason Small,3.580892879177121,271,0.4169230769230769,66,63,32,110,-1,-1,-1
2,Ambroise Agosse,3.595016754342236,100,0.15384615384615385,24,10,12,53,1,-1,-1
3,Raju Charles,3.593398980215075,57,0.0876923076923077,15,5,8,29,-1,-1,-1
4,Ambroise Agosse]Raju Charles,0.5991462799488172,-1,-0.0015384615384615385,-1,-1,-1,-1,-1,-1,-1
5,Raju Charles]Mike Moore,0.0,-1,-0.0015384615384615385,-1,-1,-1,-1,-1,-1,-1
6,Mike Moore]Jason Small,6.0,-1,-0.0015384615384615385,-1,-1,-1,-1,-1,-1,-1
