,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8
0,William Rivera,2.360820594121538,3788,0.269973629819685,1293,535,403,190,1367,-1,-1,-1
1,Darlene Jackson,3.227506036781617,1592,0.11346304611218017,430,238,173,106,645,-1,-1,-1
2,Amanda Farias,3.722650270174035,3884,0.2768156225500677,899,638,539,303,1505,-1,-1,-1
3,William Russell Moore,0.0,591,0.042121017746418646,164,82,79,46,220,-1,-1,-1
4,Michael Beltzer,2.004665799268689,1876,0.13370394127289573,402,299,288,141,746,-1,-1,-1
5,Eliu A. Lara,0.4503212853082632,143,0.010191718337965932,35,24,21,8,55,-1,-1,-1
6,Mohammed Mujumder,5.076331706192965,1429,0.10184591262205117,388,250,155,114,522,-1,-1,-1
7,Mirza M. Rashid,7.0,728,0.05188511153873566,211,144,87,69,217,-1,-1,-1
