,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"LeBon, Barton S.",0.6924715873756635,1495,0.2946974177015573,587,576,332
1,"Nash, Kelly",0.0,1094,0.2156514882712399,401,449,244
2,"Dibert, Maxine L.",2.0,2484,0.48965109402720286,1339,434,711
