,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,MIKE HUTCHINSON,1.1308686398068757,8255,0.31148592559052146,2331,1833,4091
1,NICK RESNICK,0.0,10026,0.3783110708625764,3746,1863,4417
2,PECOLIA MANIGO,2.0,8221,0.3102030035469021,1851,3213,3157
