,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Arron Peskin,3.0,16177,0.624474039760664,5611,1687,8879,-1
1,Brian Murphy 0'flynn,1.1926554678779655,4604,0.1777263076626134,564,495,3545,-1
2,Eugene Chi-ching Wong,1.934606636633622,3569,0.13777263076626134,800,439,2330,-1
3,Sal Busalacchi,0.0,1555,0.0600270218104613,187,172,1196,-1
