,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,BENNY LEE,0.0,10290,0.44478063540090773,2997,911,6382,-1
1,CHRIS CROW,0.9540956988047575,5707,0.24668251566889993,1387,779,3541,-1
2,DARLENE DAEVU,1.6034721584892715,4687,0.20259347309271666,1061,628,2998,-1
3,JUSTIN HUTCHISON,3.0,2451,0.10594337583747569,584,282,1585,-1
