,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,BRAD WALLER,0.659326416548526,1247,0.4859703819173811,529,226,492
1,DARIN KING,2.0,187,0.07287607170693687,47,28,112
2,ROLF CURTIS STRUTZENBERG,0.0,1132,0.441153546375682,452,222,458
