,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Farah N. Louis,2.0,14580,0.7566165023352361,8359,1512,4709
1,Anthony Beckford,1.0452920019310679,3849,0.19974052932018682,1530,759,1560
2,Cyril F. Joseph,0.0,841,0.043642968344577066,315,106,420
