,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Bennett, Adrienne",0.0,16980,0.32157872807848187,5205,1774,10001
1,"Crafts, Dale John",0.9822847933913934,23757,0.4499261391613954,9338,2748,11671
2,"Brakey, Eric L.",2.0,12065,0.22849513276012273,4301,1149,6615
