,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,LINDA MAIO,0.8748756989005082,3735,0.6568765388673936,1733,530,1472,-1
1,MERRILIE MITCHELL,0.0,478,0.08406612733028491,55,116,307,-1
2,JASPER KINGETER,1.3348645517724598,1280,0.22511431586352446,248,300,732,-1
3,ANTHONY Di DONATO,3.0,193,0.033943017938797046,44,32,117,-1
