,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,REBECCA KAPLAN,2.7559031361909376,83537,0.5201329954485172,25459,11740,46338,-1,-1
1,PEGGY MOORE,2.898700459383216,32068,0.19966751137870703,6213,5913,19942,-1,-1
2,FRANCIS ''MATT'' HUMMEL,1.7832620924211389,11663,0.072618254497002,1641,2811,7211,-1,-1
3,NANCY SIDEBOTHAM,0.0,5858,0.0364741262834123,1250,1004,3604,-1,-1
4,BRUCE QUAN,4.0,27481,0.17110711239236148,4658,3879,18944,-1,-1
