,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Alec Brook-Krasny,1.8548252580577627,763,0.09511343804537521,264,152,113,234
1,Joseph Packer,3.0,1074,0.1338818249813014,486,152,118,318
2,Ari Kagan,0.0,3500,0.4363001745200698,1624,688,339,849
3,Steven D. Patzer,0.889150280644365,2685,0.33470456245325353,1169,457,284,775
