,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,DESLEY BROOKS,2.625471111090857,4781,0.42756215346091936,1962,653,2166,-1,-1
1,JAMES MOORE,4.0,1012,0.09050259345376498,233,176,603,-1,-1
2,SHEREDA F. NOSAKHARE,2.499117065123933,3359,0.3003934895367555,862,507,1990,-1,-1
3,MICHAEL V. JOHNSON,2.453169561296035,1947,0.1741191200143087,392,363,1192,-1,-1
4,VICENTE CRUZ,0.0,83,0.007422643534251476,21,24,38,-1,-1
