,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Mohamoud Hassan,0.0,2954,0.19439326138457488,1788,417,749
1,AK Hassan,1.0492678741991477,3164,0.2082126875493551,1739,705,720
2,Becky Alper,2.0,9078,0.59739405106607,6252,1063,1763
