,candidate,position,first place count,first place freq,len_1,len_2
0,AIMEE ENG,1.0,8910,0.7606283080075124,5075,3835
1,WILLIAM ''BO'' GHIRARDELLI,0.0,2804,0.23937169199248762,1281,1523
