,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,BENJAMIN J HILLYARD,1.1770107113827215,196,0.29923664122137406,26,48,122
1,BRENT WINDER,2.0,269,0.41068702290076337,46,63,160
2,MIKE LAURITZEN,0.0,190,0.2900763358778626,56,23,111
