,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,DIANA SOUZA,0.0,5958,0.367143209267932,1648,1074,3236,-1
1,PAULINE RUSSO CUTTER,0.708478736500746,7897,0.4866280502834607,2266,1640,3991,-1
2,DAN DILLMAN,1.2201054885475153,2249,0.1385876263248706,798,336,1115,-1
3,GREGG DALY,3.0,124,0.007641114123736751,23,18,83,-1
