,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,NATASHA MIDDLETON,2.818596682556717,2175,0.12152195776064365,276,235,1664,-1,-1
1,DESLEY BROOKS,0.0,4443,0.24824002681863896,1556,669,2218,-1,-1
2,LOREN TAYLOR,2.2245922795991033,7171,0.4006592915409543,1405,814,4952,-1,-1
3,MYA WHITAKER,1.7378997425246352,2511,0.1402950050284948,419,366,1726,-1,-1
4,MARLO RODRIGUEZ,4.0,1598,0.0892837188512683,342,249,1007,-1,-1
