,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7
0,"Mancini, Kimberly A.",2.0594240828376567,683,0.07673295135378047,115,118,165,67,36,20,162
1,"Hang, Stacey L.",3.591132470351138,1235,0.13874845522974946,110,189,381,201,45,43,266
2,"Grant, Benjamin K.",0.0,2387,0.26817211549264125,229,1040,536,103,41,65,373
3,"Lentz, Sarah M.",2.0947542718825733,3276,0.36804853387259856,129,1626,820,149,53,82,417
4,"Albert, Stephanie G.",0.6819905462623865,756,0.08493427704752275,72,132,194,78,32,38,210
5,"Schertz, Amber J.",4.220003365562985,340,0.03819795528592293,29,51,101,55,14,16,74
6,"Ward, Richard L.",6.0,224,0.02516571171778452,48,31,19,21,13,8,84
