,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,LARRY E. REID,0.0,8741,0.5826944870341977,3732,1034,3975
1,SHERYL WALTON,1.0491583089439604,4748,0.31651223251783217,1552,948,2248
2,BEVERLY WILLIAMS,2.0,1512,0.10079328044797013,473,288,751
