,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,NANCY TUNG,3.0,37420,0.1934399958644576,11427,5830,6167,13996
1,LEIF DAUTCH,2.06274018940114,27092,0.14005014345162708,6483,4773,4581,11255
2,CHESA BOUDIN,0.0,68868,0.35600816769624444,33262,10700,6959,17947
3,SUZY LOFTUS,1.058652614981439,60065,0.31050169298767094,25974,9539,8053,16499
