,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8
0,Chris Daly,1.0634718707656357,8746,0.48748676216487374,4522,942,3282,-1,-1,-1,-1,-1
1,Rob Black,2.1711788223721022,7115,0.39657767125578286,2850,1042,3223,-1,-1,-1,-1,-1
2,Viliam Dugovic,3.7287035447459833,340,0.018951006075469595,63,49,228,-1,-1,-1,-1,-1
3,Matt Drake,2.03607678299269,679,0.03784627389777604,149,124,406,-1,-1,-1,-1,-1
4,George Dias,0.0,230,0.012819798227523549,35,35,160,-1,-1,-1,-1,-1
5,Davy Jones,2.8029101949580846,389,0.021682180480463744,96,56,237,-1,-1,-1,-1,-1
6,"Manuel Jimenez, Jr.",2.360090819062012,317,0.01766902625271724,73,44,200,-1,-1,-1,-1,-1
7,Robert Jordan,7.0,125,0.006967281645393233,47,14,64,-1,-1,-1,-1,-1
