,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6
0,"Haefele, Joshua W.",0.5722357358076474,417,0.21373654536135314,116,122,100,14,65,-1
1,"Viola, Lou A.",0.0,182,0.09328549461814455,62,52,18,8,42,-1
2,"Goglin, Barbara E.",1.642088369168241,118,0.06048180420297283,51,22,15,1,29,-1
3,"Brydon, Sarah M.",1.1341647994884787,949,0.48641722193746795,419,250,80,18,182,-1
4,"Capone-Newton, Elizabeth",1.3184569984609986,285,0.14607893388006152,66,106,35,12,66,-1
5,"Capone-Newton, Elizabeth A.",5.0,-1,-0.0005125576627370579,-1,-1,-1,-1,-1,-1
