,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,SAM DAVIS,1.094464376814553,16421,0.47621947682849025,4252,4292,7877
1,STACY THOMAS,2.0,6392,0.18537207818572007,866,2684,2842
2,AUSTIN DANNHAUS,0.0,11669,0.3384084449857897,2739,1772,7158
