,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7
0,Meg Forney,4.475359314053323,31629,0.29801567858892697,10068,4078,17483,-1,-1,-1,-1
1,Mary McKelvey,4.135829382281138,12079,0.11381110315456225,2976,2054,7049,-1,-1,-1,-1
2,Alicia D. Smith,3.2226209288150303,12806,0.12066106358120077,3348,1747,7711,-1,-1,-1,-1
3,Charles Rucker,2.743594411024998,9720,0.09158406512644632,3194,1633,4893,-1,-1,-1,-1
4,Katherine Kelly,6.0,7272,0.0685184487242302,2399,706,4167,-1,-1,-1,-1
5,Tom Olsen,1.7808058455203262,20710,0.19513436098443449,4998,3404,12308,-1,-1,-1,-1
6,Londel French,0.0,11916,0.112275279840199,3432,2807,5677,-1,-1,-1,-1
