,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6
0,Alexa Aviles,3.470847664970172,4810,0.3970940312061422,1234,930,1091,615,940,-1
1,Cesar Zuniga,2.4387273376076997,1088,0.0898208536283332,304,216,198,99,271,-1
2,Yu Lin,5.0,3120,0.25757450672830845,2081,320,173,70,476,-1
3,Rodrigo G. Camarena,2.910333824161717,1408,0.11623875175431354,305,258,294,189,362,-1
4,Jacqui Painter,1.9730521249251272,1194,0.09857178238256419,299,263,192,121,319,-1
5,Victor Swinton,0.0,493,0.04070007430033848,192,61,47,40,153,-1
