,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,LaTrisha Vetaw,2.0,4400,0.6074830871185972,2175,1084,1141
1,Phillipe M. Cunningham,1.2623507074883795,2203,0.30415573657324313,975,707,521
2,Leslie Davis,0.0,640,0.08836117630815961,323,122,195
