,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,ROSS MIRKARIMI,0.0,27582,0.77429678288698,12343,2415,12824
1,OWEN P. O''DONNELL,1.04729530531092,6013,0.16880017966425243,1346,1072,3595
2,ROB ANDERSON,2.0,2027,0.05690303744876762,427,383,1217
