,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Steffanie Musich,2.0,13339,0.609058947080042,8042,2381,2916
1,Charles Rodgers,1.0859958666407197,5890,0.26893749143874707,2806,1786,1298
2,Justin Cermak,0.0,2672,0.1220035614812109,1119,558,995
