,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Diana I. Ayala,0.0,6642,0.5680807389668149,3183,984,382,2093
1,Antoinette D. Glover,1.839822387227466,1099,0.09399589462880602,393,146,121,439
2,Tamika Mapp,0.8691934869813135,3417,0.29225111187136504,1055,744,332,1286
3,Manuel Onativia,3.0,534,0.045672254533014024,204,82,54,194
