,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Stephanie Gasca,1.6625061401761576,634,0.12060110329085029,105,185,344,-1
1,Dana Hansen,0.0,221,0.042039185847441506,101,23,97,-1
2,Phillipe M. Cunningham,2.1336974419048627,2143,0.40764694692790565,430,599,1114,-1
3,"Barbara A. ""Barb"" Johnson",3.0,2259,0.42971276393380253,969,374,916,-1
