,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Isaak Rooble,0.710024211814729,1172,0.37904269081500647,734,285,153
1,Victor Rivas,2.0,1613,0.5216688227684346,1309,120,184
2,Luqman Abdi,0.0,307,0.09928848641655887,180,68,59
