,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Menard, Steve",2.0,2791,0.360687516154045,1900,225,666
1,"Moore, Elexie",0.0,2930,0.37865081416386664,1984,312,634
2,"Wright, Jessica",1.322173069859608,2017,0.26066166968208837,1258,178,581
