,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,VANCEDRIC WILLIAMS,4.0,10985,0.3840774798083983,2101,2797,1231,642,4214
1,CHERISSE GASH,3.312429659120942,5191,0.181497150449285,517,2450,472,274,1478
2,MAIYA EDGERLY,2.2461402525811134,7735,0.2704450893325408,1781,805,807,510,3832
3,MAXIMO SANTANA,1.2219278601367354,2109,0.07373868046571798,377,163,262,154,1153
4,MARK HURTY,0.0,2581,0.09024159994405791,586,601,309,169,916
