,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Shanequa Moore,0.0,3674,0.21186782769159795,1069,574,2031
1,Pamela A. Hamilton-Johnson,0.9433813531766464,5049,0.2911596793725852,1420,824,2805
2,Kevin Riley,2.0,8618,0.49697249293581686,3585,1069,3964
