,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,Deb Calvert,1.077945078770236,5886,0.5456568091220914,2202,2090,1594,-1,-1
1,Iola Kostrzewski,0.0,1087,0.10076944470195606,184,518,385,-1,-1
2,Marshall Glynn,2.5172527059708902,655,0.06072123852785761,179,135,341,-1,-1
3,Wyn Ray,4.0,2142,0.19857235561323816,357,225,1560,-1,-1
4,Karen Ahlbrecht,2.933316429505648,1017,0.09428015203485678,280,205,532,-1,-1
