,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,RAFAEL MANDELMAN,3.0,12447,0.35596419481225156,4094,3045,5308,-1
1,SCOTT WIENER,2.0088171102194368,14824,0.4239425744273172,3796,3540,7488,-1
2,REBECCA PROZAN,1.5261467753861429,5889,0.16841593502445162,1173,1456,3260,-1
3,BILL HEMENGER,0.0,1807,0.051677295735979636,642,339,826,-1
