,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,GORDON WOZNIAK,2.0,2813,0.6128540305010893,933,502,1378
1,JACQUELYN McCORMICK,0.0,885,0.19281045751633988,127,322,436
2,STEWART JONES,0.9142571795766579,892,0.19433551198257082,122,296,474
