,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,ROSS MIRKARIMI,3.0,70501,0.38437339846688984,34861,11614,24026,-1
1,PAUL MIYAMOTO,1.5269848897564482,49864,0.2718599046985574,14566,10522,24776,-1
2,DAVID WONG,0.0,11389,0.062093142439673316,3200,1608,6581,-1
3,CHRIS CUNNIE,2.065740102740606,51664,0.28167355439487946,17443,12607,21614,-1
