,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,NEHANDA IMARA,0.0,3328,0.21124793703186492,932,694,1702
1,MARCIE HODGE,1.040830400667581,3954,0.25098387711057507,1027,782,2145
2,LARRY E. REID,2.0,8472,0.53776818585756,3510,1217,3745
