,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7
0,Jake McGoldrick,4.190438285596314,11815,0.41042831833813875,2961,1431,7423,-1,-1,-1,-1
1,David Heller,3.393332727047817,2012,0.06989265988119638,327,171,1514,-1,-1,-1,-1
2,Leanna Dawydiak,3.6490152124893607,1380,0.04793830548511481,188,116,1076,-1,-1,-1,-1
3,Jeffrey S. Freebairn,0.0,132,0.0045854031333588076,17,10,105,-1,-1,-1,-1
4,Lillian Sing,5.075954695858259,8989,0.3122590058012297,1478,1114,6397,-1,-1,-1,-1
5,Matt Tuchow,4.115760357272721,2864,0.09948935283287595,285,352,2227,-1,-1,-1,-1
6,Rose Tsui,6.0,1595,0.0554069545280856,239,238,1118,-1,-1,-1,-1
