,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,IRIS MERRIOUNS,0.0,4240,0.31107850330154074,1238,985,450,1567
1,KEN HOUSTON,0.9871543815722579,4603,0.3377109317681585,1330,911,483,1879
2,MERIKA GOOLSBY,3.0,2188,0.16052824651504036,504,326,222,1136
3,MARCIE HODGE,1.4680905566002125,2599,0.19068231841526045,634,327,269,1369
