,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Mark Sherman,0.0,274,0.2016188373804268,76,68,130
1,Shana Fulcher,2.0,795,0.5849889624724062,248,195,352
2,Elizabeth Wallace,1.0851544597255092,290,0.21339220014716703,80,64,146
